FullAddress,Steet,City,State,Zipcode,Retailer,Calc_Rebate,Check_Amount,AddressFull,Rebate_Status,RebateType,Site_Type
"5510 BLOSSOM ACRES DR, SAN JOSE, CA 95124",5510 BLOSSOM ACRES DR,SAN JOSE,CA,95124,SJ Water Co.,$350.00 ,,5510 BLOSSOM ACRES DR SJ 95124,Notice to Proceed Sent,IW,Single Family
"1826 WASHINGTON ST, SANTA CLARA, CA 95050",1826 WASHINGTON ST,SANTA CLARA,CA,95050,Santa Clara,$279.00 ,$279.00 ,1826 WASHINGTON ST SC 95050,Check Issued,IW,Single Family
"1494 REDMOND AV, SAN JOSE, CA 95120",1494 REDMOND AV,SAN JOSE,CA,95120,SJ Water Co.,$239.99 ,$239.99 ,1494 REDMOND AV SJ 95120,Check Issued,IW,Single Family
"108 BOND CT, LOS GATOS, CA 95032",108 BOND CT,LOS GATOS,CA,95032,SJ Water Co.,"$2,000.00 ",,108 BOND CT LG 95032,Notice to Proceed Sent,LDIW,Single Family
"21438 METEOR DR, CUPERTINO, CA 95014",21438 METEOR DR,CUPERTINO,CA,95014,SJ Water Co.,"$1,198.00 ",,21438 METEOR DR CU 95014,Post Insp. Approved,L,Single Family
"16400 BONNIE LN, LOS GATOS, CA 95032",16400 BONNIE LN,LOS GATOS,CA,95032,SJ Water Co.,$0.00 ,,16400 BONNIE LN LG 95032,Appl. Received Complete,LI,Single Family
"152 ARROYO GRANDE WY, LOS GATOS, CA 95030",152 ARROYO GRANDE WY,LOS GATOS,CA,95030,SJ Water Co.,$322.11 ,$322.11 ,152 ARROYO GRANDE WY LG 95030,Check Issued,I,Single Family
"10556 MANZANITA CT, CUPERTINO, CA 95014",10556 MANZANITA CT,CUPERTINO,CA,95014,SJ Water Co.,"$3,000.00 ","$3,000.00 ",10556 MANZANITA CT CU 95014,Check Issued,L,Single Family
"1554 ASHCROFT WY, SUNNYVALE, CA 94087",1554 ASHCROFT WY,SUNNYVALE,CA,94087,Sunnyvale,$219.94 ,$219.94 ,1554 ASHCROFT WY SU 94087,Check Issued,IW,Single Family
"1334 MILLER AV, SAN JOSE, CA 95129",1334 MILLER AV,SAN JOSE,CA,95129,SJ Water Co.,$218.39 ,$218.39 ,1334 MILLER AV SJ 95129,Check Issued,RIW,Single Family
"6587 WHISPERING PINES DR, SAN JOSE, CA 95120",6587 WHISPERING PINES DR,SAN JOSE,CA,95120,SJ Water Co.,$806.00 ,,6587 WHISPERING PINES DR SJ 95120,Notice to Proceed Sent,L,Single Family
"2533 BENTLEY RIDGE DR, SAN JOSE, CA 95138",2533 BENTLEY RIDGE DR,SAN JOSE,CA,95138,SJ Muni,$609.98 ,$609.98 ,2533 BENTLEY RIDGE DR SJ 95138,Check Issued,IW,Single Family
"1841 CASTRO DR, SAN JOSE, CA 95130",1841 CASTRO DR,SAN JOSE,CA,95130,SJ Water Co.,$400.48 ,$400.48 ,1841 CASTRO DR SJ 95130,Check Issued,IW,Single Family
"1561 NIBLICK AV, LOS ALTOS, CA 94024",1561 NIBLICK AV,LOS ALTOS,CA,94024,California Water,$350.00 ,,1561 NIBLICK AV LA 94024,Notice to Proceed Sent,IW,Single Family
"734 ALICE AV, MOUNTAIN VIEW, CA 94041",734 ALICE AV,MOUNTAIN VIEW,CA,94041,California Water,"$1,008.00 ","$1,008.00 ",734 ALICE AV MV 94041,Check Issued,L,Single Family
"868 KINGFISHER DR, SAN JOSE, CA 95125",868 KINGFISHER DR,SAN JOSE,CA,95125,SJ Water Co.,$350.00 ,,868 KINGFISHER DR SJ 95125,Appl. Received Complete,LIW,Single Family
"3420 BURGUNDY DR, SAN JOSE, CA 95132",3420 BURGUNDY DR,SAN JOSE,CA,95132,SJ Water Co.,"$1,625.00 ",,3420 BURGUNDY DR SJ 95132,Notice to Proceed Sent,IW,Single Family
"2335 MENZEL PL, SANTA CLARA, CA 95050",2335 MENZEL PL,SANTA CLARA,CA,95050,Santa Clara,"$3,000.00 ",,2335 MENZEL PL SC 95050,Notice to Proceed Sent,LIW,Single Family
"3821 ABBEY CT, CAMPBELL, CA 95008",3821 ABBEY CT,CAMPBELL,CA,95008,SJ Water Co.,$249.25 ,,3821 ABBEY CT CA 95008,Ready to be Paid,IW,Single Family
"461 HALSEY AV, SAN JOSE, CA 95128",461 HALSEY AV,SAN JOSE,CA,95128,SJ Water Co.,$715.00 ,,461 HALSEY AV SJ 95128,Appl. Received Complete,LIW,Single Family
"3248 STIMSON WY, SAN JOSE, CA 95135",3248 STIMSON WY,SAN JOSE,CA,95135,SJ Muni,"$1,135.00 ",,3248 STIMSON WY SJ 95135,Notice to Proceed Sent,I,Single Family
"3626 SPRINGBROOK AV, SAN JOSE, CA 95148",3626 SPRINGBROOK AV,SAN JOSE,CA,95148,SJ Muni,$210.00 ,,3626 SPRINGBROOK AV SJ 95148,Notice to Proceed Sent,I,Single Family
"19187 HARLEIGH DR, SARATOGA, CA 95070",19187 HARLEIGH DR,SARATOGA,CA,95070,SJ Water Co.,"$2,000.00 ","$2,000.00 ",19187 HARLEIGH DR SA 95070,Check Issued,L,Single Family
"3165 OAK LEAF CT, MORGAN HILL, CA 95037",3165 OAK LEAF CT,MORGAN HILL,CA,95037,Morgan Hill,$350.00 ,,3165 OAK LEAF CT MH 95037,Notice to Proceed Sent,IW,Single Family
"483 CHEYENNE LN, SAN JOSE, CA 95123",483 CHEYENNE LN,SAN JOSE,CA,95123,SJ Water Co.,$102.25 ,$102.25 ,483 CHEYENNE LN SJ 95123,Check Issued,IW,Single Family
"1241 WHITEHALL AV, SAN JOSE, CA 95128",1241 WHITEHALL AV,SAN JOSE,CA,95128,SJ Water Co.,$332.39 ,,1241 WHITEHALL AV SJ 95128,Post Insp. Approved,LDIW,Single Family
"1998 N CAPITOL AV, SAN JOSE, CA 95132",1998 N CAPITOL AV,SAN JOSE,CA,95132,SJ Water Co.,"$2,000.00 ",,1998 N CAPITOL AV SJ 95132,Appl. Received Complete,LIW,Single Family
"297 CURIE DR, SAN JOSE, CA 95119",297 CURIE DR,SAN JOSE,CA,95119,Great Oaks,"$1,315.00 ",,297 CURIE DR SJ 95119,Appl. Received Complete,LIW,Single Family
"3209 BLUEBIRD DR, SAN JOSE, CA 95117",3209 BLUEBIRD DR,SAN JOSE,CA,95117,SJ Water Co.,$0.00 ,,3209 BLUEBIRD DR SJ 95117,Appl. Received Complete,LIW,Single Family
"951 MARLINTON CT, SAN JOSE, CA 95120",951 MARLINTON CT,SAN JOSE,CA,95120,SJ Water Co.,"$2,000.00 ",,951 MARLINTON CT SJ 95120,Notice to Proceed Sent,LRIW,Single Family
"18480 CHELMSFORD DR, CUPERTINO, CA 95014",18480 CHELMSFORD DR,CUPERTINO,CA,95014,SJ Water Co.,$229.17 ,$229.17 ,18480 CHELMSFORD DR CU 95014,Check Issued,IW,Single Family
"946 LANTANA DR, SUNNYVALE, CA 94086",946 LANTANA DR,SUNNYVALE,CA,94086,Sunnyvale,$495.00 ,$495.00 ,946 LANTANA DR SU 94086,Check Issued,L,Single Family
"3279 TULIPWOOD LN, SAN JOSE, CA 95132",3279 TULIPWOOD LN,SAN JOSE,CA,95132,SJ Water Co.,$966.00 ,,3279 TULIPWOOD LN SJ 95132,Appl. Received Complete,LIW,Single Family
"1437 GERHARDT AV, SAN JOSE, CA 95125",1437 GERHARDT AV,SAN JOSE,CA,95125,SJ Water Co.,$124.12 ,$124.12 ,1437 GERHARDT AV SJ 95125,Check Issued,IW,Single Family
"954 REDMOND AV, SAN JOSE, CA 95120",954 REDMOND AV,SAN JOSE,CA,95120,SJ Water Co.,$241.59 ,$241.59 ,954 REDMOND AV SJ 95120,Check Issued,IW,Single Family
"292 N CALIFORNIA AV, PALO ALTO, CA 94301",292 N CALIFORNIA AV,PALO ALTO,CA,94301,Palo Alto,$0.00 ,,292 N CALIFORNIA AV PA 94301,Appl. Received Complete,LD,Single Family
"1437 GERHARDT AV, SAN JOSE, CA 95125",1437 GERHARDT AV,SAN JOSE,CA,95125,SJ Water Co.,$700.00 ,,1437 GERHARDT AV SJ 95125,Notice to Proceed Sent,IW,Single Family
"123 VISTA DEL MONTE, LOS GATOS, CA 95032",123 VISTA DEL MONTE,LOS GATOS,CA,95032,SJ Water Co.,$951.00 ,,123 VISTA DEL MONTE LG 95032,Appl. Received Complete,L,Single Family
"1062 BROADWAY AV, SAN JOSE, CA 95125",1062 BROADWAY AV,SAN JOSE,CA,95125,SJ Water Co.,$428.00 ,$428.00 ,1062 BROADWAY AV SJ 95125,Check Issued,L,Single Family
"1754 GRANGER AV, LOS ALTOS, CA 94024",1754 GRANGER AV,LOS ALTOS,CA,94024,California Water,$0.00 ,,1754 GRANGER AV LA 94024,Appl. Received Complete,L,Single Family
"610 ARDIS AV, SAN JOSE, CA 95117",610 ARDIS AV,SAN JOSE,CA,95117,SJ Water Co.,$249.24 ,$249.24 ,610 ARDIS AV SJ 95117,Check Issued,IW,Single Family
"6335 GONDOLA WY, SAN JOSE, CA 95120",6335 GONDOLA WY,SAN JOSE,CA,95120,SJ Water Co.,$700.00 ,,6335 GONDOLA WY SJ 95120,Notice to Proceed Sent,IW,Single Family
"3669 DEEDHAM DR, SAN JOSE, CA 95148",3669 DEEDHAM DR,SAN JOSE,CA,95148,SJ Muni,$570.00 ,,3669 DEEDHAM DR SJ 95148,Appl. Received Complete,LI,Single Family
"10981 ACACIA WY, CUPERTINO, CA 95014",10981 ACACIA WY,CUPERTINO,CA,95014,California Water,$350.00 ,,10981 ACACIA WY CU 95014,Appl. Received Complete,LIW,Single Family
"100-189 Terreno de Flores Circle, Los Gat, LOS GATOS, CA 95032","100-189 Terreno de Flores Circle, Los Gat",LOS GATOS,CA,95032,SJ Water Co.,$0.00 ,,"100-189 Terreno de Flores Circle, Los Gatos 95032",Appl. Received Complete,LD,MFD
"115 WHITS RD, MOUNTAIN VIEW, CA 94040",115 WHITS RD,MOUNTAIN VIEW,CA,94040,Mountain View,$202.08 ,$202.08 ,115 WHITS RD MV 94040,Check Issued,IW,Single Family
"3580 JARVIS AV, SAN JOSE, CA 95118",3580 JARVIS AV,SAN JOSE,CA,95118,SJ Water Co.,$229.99 ,$229.99 ,3580 JARVIS AV SJ 95118,Check Issued,IW,Single Family
"2767 LAVENDER TR, SAN JOSE, CA 95111",2767 LAVENDER TR,SAN JOSE,CA,95111,SJ Water Co.,$70.00 ,$70.00 ,2767 LAVENDER TR SJ 95111,Check Issued,I,Single Family
"3581 MINTO CT, SAN JOSE, CA 95132",3581 MINTO CT,SAN JOSE,CA,95132,SJ Water Co.,$169.99 ,$169.99 ,3581 MINTO CT SJ 95132,Check Issued,IW,Single Family
"1336 MILDRED AV, SAN JOSE, CA 95125",1336 MILDRED AV,SAN JOSE,CA,95125,SJ Water Co.,$558.00 ,$558.00 ,1336 MILDRED AV SJ 95125,Check Issued,L,Single Family
"4096 CASA GRANDE WY, SAN JOSE, CA 95118",4096 CASA GRANDE WY,SAN JOSE,CA,95118,SJ Water Co.,$263.04 ,$263.04 ,4096 CASA GRANDE WY SJ 95118,Check Issued,IW,Single Family
"715 MICHAEL ST, MILPITAS, CA 95035",715 MICHAEL ST,MILPITAS,CA,95035,Milpitas,$253.83 ,$253.83 ,715 MICHAEL ST MI 95035,Check Issued,IW,Single Family
"2729 MIRA BELLA CL, MORGAN HILL, CA 95037",2729 MIRA BELLA CL,MORGAN HILL,CA,95037,Morgan Hill,"$1,850.00 ",,2729 MIRA BELLA CL MH 95037,Appl. Received Complete,LRIW,Single Family
"1697 HYDRANGEA LN, SAN JOSE, CA 95124",1697 HYDRANGEA LN,SAN JOSE,CA,95124,SJ Water Co.,$612.00 ,,1697 HYDRANGEA LN SJ 95124,Ready to be Paid,L,Single Family
"2107 CAROL AV, MOUNTAIN VIEW, CA 94040",2107 CAROL AV,MOUNTAIN VIEW,CA,94040,Mountain View,$279.00 ,$279.00 ,2107 CAROL AV MV 94040,Check Issued,IW,Single Family
"6222 WICHITA CT, SAN JOSE, CA 95123",6222 WICHITA CT,SAN JOSE,CA,95123,SJ Water Co.,"$1,855.00 ",,6222 WICHITA CT SJ 95123,Notice to Proceed Sent,L,Single Family
"2154 SHERATON DR, SANTA CLARA, CA 95050",2154 SHERATON DR,SANTA CLARA,CA,95050,Santa Clara,$279.00 ,$279.00 ,2154 SHERATON DR SC 95050,Check Issued,IW,Single Family
"2587 LA MIRADA DR, SAN JOSE, CA 95125",2587 LA MIRADA DR,SAN JOSE,CA,95125,SJ Water Co.,$274.20 ,$274.20 ,2587 LA MIRADA DR SJ 95125,Check Issued,IW,Single Family
"652 STEMEL CT, MILPITAS, CA 95035",652 STEMEL CT,MILPITAS,CA,95035,Milpitas,"$1,770.00 ","$1,770.00 ",652 STEMEL CT MI 95035,Check Issued,L,Single Family
"1660 DANROMAS WY, SAN JOSE, CA 95129",1660 DANROMAS WY,SAN JOSE,CA,95129,SJ Water Co.,$211.72 ,$211.72 ,1660 DANROMAS WY SJ 95129,Check Issued,IW,Single Family
"12130 SCULLY AV, SARATOGA, CA 95070",12130 SCULLY AV,SARATOGA,CA,95070,SJ Water Co.,$719.50 ,,12130 SCULLY AV SA 95070,Notice to Proceed Sent,DIW,Single Family
"255 VALMY ST, MILPITAS, CA 95035",255 VALMY ST,MILPITAS,CA,95035,Milpitas,$50.00 ,$50.00 ,255 VALMY ST MI 95035,Check Issued,I,Single Family
"1645 LEDERER CL, SAN JOSE, CA 95131",1645 LEDERER CL,SAN JOSE,CA,95131,SJ Water Co.,$0.00 ,,1645 LEDERER CL SJ 95131,Appl. Received Complete,L,Single Family
"741 LINCOLN ST, SANTA CLARA, CA 95050",741 LINCOLN ST,SANTA CLARA,CA,95050,Santa Clara,$680.00 ,,741 LINCOLN ST SC 95050,Notice to Proceed Sent,LIW,MFD
"1812 ROSSWOOD DR, SAN JOSE, CA 95124",1812 ROSSWOOD DR,SAN JOSE,CA,95124,SJ Water Co.,$792.00 ,,1812 ROSSWOOD DR SJ 95124,Appl. Received Complete,L,Single Family
"2475 FERNWOOD AV, SAN JOSE, CA 95128",2475 FERNWOOD AV,SAN JOSE,CA,95128,SJ Water Co.,$0.00 ,,2475 FERNWOOD AV SJ 95128,Appl. Received Complete,L,Single Family
"2388 BRIARWOOD DR, SAN JOSE, CA 95125",2388 BRIARWOOD DR,SAN JOSE,CA,95125,SJ Water Co.,"$1,626.99 ",,2388 BRIARWOOD DR SJ 95125,Post Insp. Approved,LI,Single Family
"12620 VISCAINO CT, LOS ALTOS HILLS, CA 94022",12620 VISCAINO CT,LOS ALTOS HILLS,CA,94022,Purissima Hills,$352.88 ,$352.88 ,12620 VISCAINO CT LH 94022,Check Issued,IW,Single Family
"728 BUCHER AV, SANTA CLARA, CA 95051",728 BUCHER AV,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,728 BUCHER AV SC 95051,Site is Disqualified,W,Single Family
"6323 POPPYFIELD ST, GILROY, CA 95020",6323 POPPYFIELD ST,GILROY,CA,95020,Gilroy,"$1,139.00 ",,6323 POPPYFIELD ST GI 95020,Notice to Proceed Sent,LIW,Single Family
"152 ARROYO GRANDE WY, LOS GATOS, CA 95030",152 ARROYO GRANDE WY,LOS GATOS,CA,95030,SJ Water Co.,$213.14 ,$213.14 ,152 ARROYO GRANDE WY LG 95030,Check Issued,IW,Single Family
"1266 MADALEN DR, MILPITAS, CA 95035",1266 MADALEN DR,MILPITAS,CA,95035,Milpitas,$350.00 ,,1266 MADALEN DR MI 95035,Notice to Proceed Sent,IW,Single Family
"568 BARRON AV, PALO ALTO, CA 94306",568 BARRON AV,PALO ALTO,CA,94306,Palo Alto,$300.00 ,$300.00 ,568 BARRON AV PA 94306,Check Issued,IW,Single Family
"3099 OCALA AV, SAN JOSE, CA 95148",3099 OCALA AV,SAN JOSE,CA,95148,SJ Water Co.,$0.00 ,,3099 OCALA AV SJ 95148,Site is Disqualified,L,Single Family
"960 WALGLEN CT, SAN JOSE, CA 95136",960 WALGLEN CT,SAN JOSE,CA,95136,SJ Water Co.,$140.00 ,,960 WALGLEN CT SJ 95136,Post Insp. Approved,I,Single Family
"1338 MARIA WY, SAN JOSE, CA 95117",1338 MARIA WY,SAN JOSE,CA,95117,SJ Water Co.,"$1,810.00 ",,1338 MARIA WY SJ 95117,Post Insp. Approved,L,Single Family
"1363 GILMORE ST, MOUNTAIN VIEW, CA 94040",1363 GILMORE ST,MOUNTAIN VIEW,CA,94040,Mountain View,$408.00 ,$408.00 ,1363 GILMORE ST MV 94040,Check Issued,IW,Single Family
"158 POTOMAC DR, LOS GATOS, CA 95032",158 POTOMAC DR,LOS GATOS,CA,95032,SJ Water Co.,$287.89 ,$287.89 ,158 POTOMAC DR LG 95032,Check Issued,IW,Single Family
"2073 XAVIER CT, SANTA CLARA, CA 95051",2073 XAVIER CT,SANTA CLARA,CA,95051,Santa Clara,"$1,700.00 ",,2073 XAVIER CT SC 95051,Notice to Proceed Sent,IW,Single Family
"10502 PERALTA CT, CUPERTINO, CA 95014",10502 PERALTA CT,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,10502 PERALTA CT CU 95014,Notice to Proceed Sent,I,Single Family
"1052 REDMOND AV, SAN JOSE, CA 95120",1052 REDMOND AV,SAN JOSE,CA,95120,SJ Water Co.,$0.00 ,,1052 REDMOND AV SJ 95120,Site is Disqualified,IW,Single Family
"1623 ALISON AV, MOUNTAIN VIEW, CA 94040",1623 ALISON AV,MOUNTAIN VIEW,CA,94040,Mountain View,$350.00 ,,1623 ALISON AV MV 94040,Notice to Proceed Sent,IW,Single Family
"274 S 15TH ST, SAN JOSE, CA 95112",274 S 15TH ST,SAN JOSE,CA,95112,SJ Water Co.,$826.00 ,,274 S 15TH ST SJ 95112,Notice to Proceed Sent,LIW,Single Family
"860 MONICA LN, CAMPBELL, CA 95008",860 MONICA LN,CAMPBELL,CA,95008,SJ Water Co.,$329.03 ,$329.03 ,860 MONICA LN CA 95008,Check Issued,IW,Single Family
"15829 DEL CERRO CT, LOS GATOS, CA 95032",15829 DEL CERRO CT,LOS GATOS,CA,95032,SJ Water Co.,$0.00 ,,15829 DEL CERRO CT LG 95032,Appl. Received Complete,L,Single Family
"5111 DURBAN CT, SAN JOSE, CA 95138",5111 DURBAN CT,SAN JOSE,CA,95138,SJ Muni,"$2,398.00 ",,5111 DURBAN CT SJ 95138,Notice to Proceed Sent,LIW,Single Family
"3599 MITTON CT, SAN JOSE, CA 95148",3599 MITTON CT,SAN JOSE,CA,95148,SJ Muni,$285.96 ,$285.96 ,3599 MITTON CT SJ 95148,Check Issued,I,Single Family
"487 N 14TH ST, SAN JOSE, CA 95112",487 N 14TH ST,SAN JOSE,CA,95112,SJ Water Co.,"$1,217.00 ",,487 N 14TH ST SJ 95112,Appl. Received Complete,L,Single Family
"1512 ALTAMONT AV, SAN JOSE, CA 95125",1512 ALTAMONT AV,SAN JOSE,CA,95125,SJ Water Co.,$0.00 ,,1512 ALTAMONT AV SJ 95125,Appl. Received Complete,L,Single Family
"2708 SYCAMORE GROVE PL, SAN JOSE, CA 95121",2708 SYCAMORE GROVE PL,SAN JOSE,CA,95121,SJ Muni,$0.00 ,,2708 SYCAMORE GROVE PL SJ 95121,Appl. Received Complete,L,Single Family
"16732 SAN CLEMENTE LN, MORGAN HILL, CA 95037",16732 SAN CLEMENTE LN,MORGAN HILL,CA,95037,Morgan Hill,$350.00 ,,16732 SAN CLEMENTE LN MH 95037,Notice to Proceed Sent,IW,Single Family
"2331 LOS COCHES AV, SAN JOSE, CA 95128",2331 LOS COCHES AV,SAN JOSE,CA,95128,SJ Water Co.,$350.00 ,,2331 LOS COCHES AV SJ 95128,Appl. Received Complete,LIW,Single Family
"31103 PAGE MILL RD, PALO ALTO, CA 94022",31103 PAGE MILL RD,PALO ALTO,CA,94022,Palo Alto,$526.86 ,$526.86 ,31103 PAGE MILL RD PA 94022,Check Issued,IW,Single Family
"2495 HUSTON CT, MORGAN HILL, CA 95037",2495 HUSTON CT,MORGAN HILL,CA,95037,Morgan Hill,$219.49 ,$219.49 ,2495 HUSTON CT MH 95037,Check Issued,IW,Single Family
"17495 BELLETTO DR, MORGAN HILL, CA 95037",17495 BELLETTO DR,MORGAN HILL,CA,95037,Morgan Hill,$249.49 ,$249.49 ,17495 BELLETTO DR MH 95037,Check Issued,IW,Single Family
"545 FORT LARAMIE DR, SUNNYVALE, CA 94087",545 FORT LARAMIE DR,SUNNYVALE,CA,94087,Sunnyvale,$115.88 ,$115.88 ,545 FORT LARAMIE DR SU 94087,Check Issued,IW,Single Family
"411 N 14TH ST, SAN JOSE, CA 95112",411 N 14TH ST,SAN JOSE,CA,95112,SJ Water Co.,$271.80 ,$271.80 ,411 N 14TH ST SJ 95112,Check Issued,IW,Single Family
"1460 CHERRY GARDEN LN, SAN JOSE, CA 95125",1460 CHERRY GARDEN LN,SAN JOSE,CA,95125,SJ Water Co.,$350.00 ,,1460 CHERRY GARDEN LN SJ 95125,Notice to Proceed Sent,IW,Single Family
"3611 LAGO DE BRACCIANO ST, SAN JOSE, CA 95148",3611 LAGO DE BRACCIANO ST,SAN JOSE,CA,95148,SJ Muni,"$2,000.00 ",,3611 LAGO DE BRACCIANO ST SJ 95148,Notice to Proceed Sent,IW,Single Family
"957 LEWIS ST, SANTA CLARA, CA 95050",957 LEWIS ST,SANTA CLARA,CA,95050,Santa Clara,$0.00 ,,957 LEWIS ST SC 95050,Site is Disqualified,,Single Family
"840 DURSHIRE WY, SUNNYVALE, CA 94087",840 DURSHIRE WY,SUNNYVALE,CA,94087,Sunnyvale,$350.00 ,,840 DURSHIRE WY SU 94087,Appl. Received Complete,LIW,Single Family
"742 CALDERON AV, MOUNTAIN VIEW, CA 94041",742 CALDERON AV,MOUNTAIN VIEW,CA,94041,Mountain View,$264.99 ,$264.99 ,742 CALDERON AV MV 94041,Check Issued,IW,Single Family
"935 CHAPMAN ST, SAN JOSE, CA 95126",935 CHAPMAN ST,SAN JOSE,CA,95126,SJ Water Co.,"$1,846.00 ","$1,846.00 ",935 CHAPMAN ST SJ 95126,Check Issued,LIW,Single Family
"3086 BUTTE ST, SANTA CLARA, CA 95051",3086 BUTTE ST,SANTA CLARA,CA,95051,Santa Clara,$244.73 ,$244.73 ,3086 BUTTE ST SC 95051,Check Issued,IW,Single Family
"3428 MACHADO AV, SANTA CLARA, CA 95051",3428 MACHADO AV,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,3428 MACHADO AV SC 95051,Appl. Received Complete,L,Single Family
"20085 CEDAR TREE LN, CUPERTINO, CA 95014",20085 CEDAR TREE LN,CUPERTINO,CA,95014,California Water,"$1,625.00 ",,20085 CEDAR TREE LN CU 95014,Notice to Proceed Sent,LRIW,Single Family
"1403 CHERRY VALLEY DR, SAN JOSE, CA 95125",1403 CHERRY VALLEY DR,SAN JOSE,CA,95125,SJ Water Co.,$700.00 ,,1403 CHERRY VALLEY DR SJ 95125,Notice to Proceed Sent,IW,Single Family
"3920 BRAEBURN CT, SAN JOSE, CA 95130",3920 BRAEBURN CT,SAN JOSE,CA,95130,SJ Water Co.,$338.23 ,$338.23 ,3920 BRAEBURN CT SJ 95130,Check Issued,IW,Single Family
"1539 PRINCETON DR, SAN JOSE, CA 95118",1539 PRINCETON DR,SAN JOSE,CA,95118,SJ Water Co.,"$1,488.00 ",,1539 PRINCETON DR SJ 95118,Appl. Received Complete,LIW,Single Family
"3025 WOODS WY, SAN JOSE, CA 95148",3025 WOODS WY,SAN JOSE,CA,95148,SJ Muni,$236.65 ,$236.65 ,3025 WOODS WY SJ 95148,Check Issued,IW,Single Family
"833 JEANNE AV, SAN JOSE, CA 95116",833 JEANNE AV,SAN JOSE,CA,95116,SJ Water Co.,$246.77 ,$246.77 ,833 JEANNE AV SJ 95116,Check Issued,IW,MFD
"7504 KINGSBURY PL, CUPERTINO, CA 95014",7504 KINGSBURY PL,CUPERTINO,CA,95014,SJ Water Co.,"$1,480.00 ","$1,480.00 ",7504 KINGSBURY PL CU 95014,Check Issued,L,Single Family
"465 E MAIN AV, MORGAN HILL, CA 95037",465 E MAIN AV,MORGAN HILL,CA,95037,Morgan Hill,$130.01 ,$130.01 ,465 E MAIN AV MH 95037,Check Issued,IW,Single Family
"2188 EBBESEN AV, SAN JOSE, CA 95124",2188 EBBESEN AV,SAN JOSE,CA,95124,SJ Water Co.,$282.49 ,$282.49 ,2188 EBBESEN AV SJ 95124,Check Issued,IW,Single Family
"1554 WILLOW OAKS DR, SAN JOSE, CA 95125",1554 WILLOW OAKS DR,SAN JOSE,CA,95125,SJ Water Co.,$755.00 ,,1554 WILLOW OAKS DR SJ 95125,Appl. Received Complete,LR,Single Family
"353 MUSTANG ST, SAN JOSE, CA 95123",353 MUSTANG ST,SAN JOSE,CA,95123,Great Oaks,"$2,000.00 ","$2,000.00 ",353 MUSTANG ST SJ 95123,Check Issued,L,Single Family
"3428 CHESHIRE DR, SAN JOSE, CA 95118",3428 CHESHIRE DR,SAN JOSE,CA,95118,SJ Water Co.,$316.49 ,$316.49 ,3428 CHESHIRE DR SJ 95118,Check Issued,IW,Single Family
"2238 LOS GATOS ALMADEN RD, SAN JOSE, CA 95124",2238 LOS GATOS ALMADEN RD,SAN JOSE,CA,95124,SJ Water Co.,$559.98 ,$559.98 ,2238 LOS GATOS ALMADEN RD SJ 95124,Check Issued,IW,Single Family
"960 LOS ARBOLES LN, GILROY, CA 95020",960 LOS ARBOLES LN,GILROY,CA,95020,Gilroy,$89.98 ,,960 LOS ARBOLES LN GI 95020,Ready to be Paid,IW,Single Family
"1663 WILLOWMONT AV, SAN JOSE, CA 95124",1663 WILLOWMONT AV,SAN JOSE,CA,95124,SJ Water Co.,"$1,275.00 ",,1663 WILLOWMONT AV SJ 95124,Notice to Proceed Sent,LRIW,Single Family
"228 ARROYO GRANDE WY, LOS GATOS, CA 95030",228 ARROYO GRANDE WY,LOS GATOS,CA,95030,SJ Water Co.,"$1,573.00 ",,228 ARROYO GRANDE WY LG 95030,Appl. Received Complete,LIW,Single Family
"221 CHERRY LN, CAMPBELL, CA 95008",221 CHERRY LN,CAMPBELL,CA,95008,SJ Water Co.,$415.00 ,$415.00 ,221 CHERRY LN CA 95008,Check Issued,IW,Single Family
"232 WHITCLEM DR, PALO ALTO, CA 94306",232 WHITCLEM DR,PALO ALTO,CA,94306,Palo Alto,"$2,725.00 ","$2,725.00 ",232 WHITCLEM DR PA 94306,Check Issued,L,Single Family
"644 ARMANINI AV, SANTA CLARA, CA 95050",644 ARMANINI AV,SANTA CLARA,CA,95050,Santa Clara,"$1,882.00 ",,644 ARMANINI AV SC 95050,Appl. Received Complete,L,Single Family
"181 TRIMBLE CT, GILROY, CA 95020",181 TRIMBLE CT,GILROY,CA,95020,Gilroy,$246.77 ,$246.77 ,181 TRIMBLE CT GI 95020,Check Issued,IW,Single Family
"3514 GAVOTA AV, SAN JOSE, CA 95124",3514 GAVOTA AV,SAN JOSE,CA,95124,SJ Water Co.,$203.86 ,$203.86 ,3514 GAVOTA AV SJ 95124,Check Issued,IW,Single Family
"1422 THERESA AV, CAMPBELL, CA 95008",1422 THERESA AV,CAMPBELL,CA,95008,SJ Water Co.,$111.00 ,$111.00 ,1422 THERESA AV CA 95008,Check Issued,IW,Single Family
"236 ANGELA DR, LOS ALTOS, CA 94022",236 ANGELA DR,LOS ALTOS,CA,94022,California Water,$0.00 ,,236 ANGELA DR LA 94022,Appl. Received Complete,L,Single Family
"1970 WASHINGTON ST, SANTA CLARA, CA 95050",1970 WASHINGTON ST,SANTA CLARA,CA,95050,Santa Clara,"$1,606.00 ",,1970 WASHINGTON ST SC 95050,Notice to Proceed Sent,L,Single Family
